id;androidversion;androidlanguage;deviceinfo;appversion;day;month;year;hour;minute;playername;playerpoints;playercombos;computeralgorithm;computerpoints;computercombos;playerstarted
17579;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;33;4103f92c4e4da0fb;1190;Matsu-Kiri-Bozu,Cosan,Fam-Matsu,Shiko;Greedy;120;;
17821;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;31;a4efa3c5;250;Fam-Momiji;RandomPlayer;480;Nizoro,Fam-Uma;
18006;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;57;QLF7N16513010336;180;;RandomPlayer;150;;
18330;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;35;QLF7N16513010336;1170;Ino-Shika-Cho,Fam-Uma,Nanata;RandomPlayer;70;;
18359;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;44;QLF7N16513010336;390;Tsukimi I-Pai,Fam-Fuji;RandomPlayer;230;Fam-Sakura;
18529;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;22;35;QLF7N16513010336;240;Fam-Sakura;RandomPlayer;170;Fam-Fuji;
18550;22 (5.1.1);por;2014819 (2014819);2.1.2001;17;11;2018;10;20;c8813907d42;190;Fam-Kiri;NanatanGreedyPlayer;230;Fam-Susuki;
18618;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;19;55;5200f387b8f5845f;330;Fam-Uma,Fam-Fuji;Greedy;110;;
18744;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;12;2018;17;39;5200f387b8f5845f;90;;Greedy;790;Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Uma;
19035;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;1;2019;3;55;5200f387b8f5845f;430;Aotan,Tsukimi I-Pai,Fam-Susuki;RandomPlayer;210;;
19068;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;6;1;2019;9;15;574d594b4a573398;400;Hanami I-Pai,Fam-Matsu;RandomPlayer;90;;
19084;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;9;1;2019;9;40;5200f387b8f5845f;160;Fam-Fuji;RandomPlayer;540;Cosan,Hanami I-Pai,Fam-Sakura;
19231;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;18;1;2019;0;41;a4efa3c5;420;Cosan,Fam-Sakura;RandomPlayer;140;Fam-Momiji;
19555;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;39;de1e837407acd1b3;100;;RandomPlayer;570;Matsu-Kiri-Bozu,Aotan,Fam-Susuki;
19637;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;21;5;5200f387b8f5845f;600;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;RandomPlayer;120;Fam-Fuji;
19730;21 (5.0);eng;SAMSUNG-SM-N900A (hlteuc);2.2.2000;4;2;2019;18;4;67974ca6;380;Hanami I-Pai,Fam-Uma;NanatanGreedyPlayer;150;Fam-Fuji;
19963;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;13;2;2019;21;24;52108e2be29b24cb;370;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;170;;
20287;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;9;26419610;580;Nizoro,Fam-Matsu,Fam-Sakura;RandomPlayer;60;;
16998;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;11;8;QLF7N16513010336;210;Fam-Susuki;Greedy;250;Fam-Kiri;
17321;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;21;8;a4efa3c5;580;Oozan,Fam-Sakura,Fam-Fuji;RandomPlayer;110;;
17430;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;14;20;QLF7N16513010336;230;Fam-Matsu;Greedy;90;;
17580;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;35;4103f92c4e4da0fb;390;Cosan,Hanami I-Pai;ExpectiMinimaxPlayer;240;Fam-Susuki;
17822;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;33;a4efa3c5;530;Tepo,Hanami I-Pai,Tsukimi I-Pai;Greedy;220;;
17905;22 (5.1.1);por;2014819 (2014819);2.1.2001;23;9;2018;11;25;c8813907d42;250;Hanami I-Pai;ShikoGreedyPlayer;280;Fam-Uma,Fam-Momiji;
18007;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;58;QLF7N16513010336;1140;Aotan,Cosan,Fam-Sakura,Nanata;RandomPlayer;160;Fam-Susuki;
18331;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;29;10;2018;22;44;5200f387b8f5845f;110;;RandomPlayer;270;Fam-Sakura;
18360;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;46;QLF7N16513010336;150;;RandomPlayer;160;;
18530;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;22;37;QLF7N16513010336;480;Ino-Shika-Cho;RandomPlayer;490;Nizoro,Fam-Sakura;
18551;22 (5.1.1);por;2014819 (2014819);2.1.2001;17;11;2018;10;22;c8813907d42;70;;ShikoNanatanGreedyPlayer;340;Acata,Fam-Uma;
18619;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;19;57;5200f387b8f5845f;800;Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Matsu;ExpectiMinimaxPlayer;240;Aotan;
18745;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;1;12;2018;17;11;4103f92c4e4da0fb;370;Tsukimi I-Pai;RandomPlayer;220;Fam-Kiri;
19036;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;14;24;5200b33f53581551;420;Hanami I-Pai,Fam-Momiji;RandomPlayer;160;Fam-Susuki;
19069;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;6;1;2019;9;17;574d594b4a573398;340;Acata,Fam-Fuji;RandomPlayer;510;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;
19085;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;9;1;2019;9;41;5200f387b8f5845f;200;;Greedy;400;Hanami I-Pai,Fam-Fuji;
19232;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;18;1;2019;0;43;5200f387b8f5845f;210;Fam-Momiji;RandomPlayer;160;;
19556;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;42;de1e837407acd1b3;90;;RandomPlayer;330;Fam-Matsu;
19638;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;21;7;5200f387b8f5845f;300;Fam-Uma;Greedy;190;Fam-Momiji;
19731;21 (5.0);eng;SAMSUNG-SM-N900A (hlteuc);2.2.2000;4;2;2019;18;6;67974ca6;290;Aotan;RandomPlayer;720;Oozan,Acata,Hanami I-Pai,Fam-Uma,Fam-Sakura;
19964;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;13;2;2019;21;25;52108e2be29b24cb;640;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;RandomPlayer;110;Fam-Momiji;
20288;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;11;26419610;280;Tsukimi I-Pai,Fam-Momiji;RandomPlayer;280;Fam-Uma;
16999;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;11;9;QLF7N16513010336;160;;Greedy;570;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Susuki;
17322;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;21;10;a4efa3c5;140;;RandomPlayer;260;Fam-Susuki;
17431;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;20;25;QLF7N16513010336;280;Hanami I-Pai;ExpectiMinimaxPlayer;280;Fam-Kiri;
17581;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;9;2018;14;37;QLF7N16513010336;830;Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Uma,Fam-Momiji;RandomPlayer;170;;
17823;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;35;a4efa3c5;100;;Greedy;160;;
17906;22 (5.1.1);por;2014819 (2014819);2.1.2001;23;9;2018;11;29;c8813907d42;310;Fam-Susuki;NanatanGreedyPlayer;110;;
18008;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;1;10;2018;19;18;a4efa3c5;700;Oozan,Cosan,Fam-Matsu,Fam-Uma,Fam-Sakura;RandomPlayer;290;Tsukimi I-Pai,Fam-Momiji;
18332;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;29;10;2018;23;7;5200f387b8f5845f;210;Fam-Matsu;RandomPlayer;600;Ino-Shika-Cho,Fam-Uma;
18361;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;47;QLF7N16513010336;220;Fam-Sakura;RandomPlayer;110;;
18531;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;22;38;QLF7N16513010336;250;Tsukimi I-Pai;RandomPlayer;450;Cosan,Fam-Momiji;
18552;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;17;11;2018;13;55;5200f387b8f5845f;210;Fam-Uma;RandomPlayer;320;Hanami I-Pai,Fam-Matsu;
18620;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;19;59;5200f387b8f5845f;230;Fam-Uma;ShikoGreedyPlayer;270;Aotan,Fam-Fuji;
18746;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;1;12;2018;17;13;4103f92c4e4da0fb;110;;Greedy;280;Hanami I-Pai;
19037;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;14;28;5200b33f53581551;220;Fam-Uma;Greedy;690;Ino-Shika-Cho,Tsukimi I-Pai,Fam-Matsu;
19070;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;6;1;2019;9;20;574d594b4a573398;240;;RandomPlayer;180;Acata;
19086;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;9;1;2019;18;4;a4efa3c5;370;Hanami I-Pai,Fam-Kiri;RandomPlayer;210;;
19233;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;18;1;2019;0;45;5200f387b8f5845f;370;Nizoro;Greedy;170;;
19557;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;44;de1e837407acd1b3;190;Fam-Sakura;RandomPlayer;330;Fam-Uma,Fam-Kiri;
19639;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;21;9;5200f387b8f5845f;230;Fam-Kiri;ExpectiMinimaxPlayer;230;Fam-Matsu;
19732;21 (5.0);eng;SAMSUNG-SM-N900A (hlteuc);2.2.2000;4;2;2019;18;9;67974ca6;520;Acata,Nizoro;Greedy;170;;
19965;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;13;2;2019;21;20;a4efa3c5;190;;RandomPlayer;170;;
20289;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;13;26419610;220;Fam-Uma,Fam-Fuji;RandomPlayer;380;Fam-Matsu,Fam-Kiri;
17000;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;11;10;QLF7N16513010336;580;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Fuji;Greedy;80;;
17323;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;23;40;a4efa3c5;330;Fam-Sakura;RandomPlayer;130;;
17432;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;20;27;QLF7N16513010336;180;;RandomPlayer;230;;
17582;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;37;4103f92c4e4da0fb;130;Fam-Momiji;RandomPlayer;310;Fam-Kiri;
17824;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;37;a4efa3c5;490;Ino-Shika-Cho,Fam-Sakura;ExpectiMinimaxPlayer;230;Fam-Kiri;
17907;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;23;9;2018;14;29;a4efa3c5;1330;Matsu-Kiri-Bozu,Tepo,Hanami I-Pai,Tsukimi I-Pai,Shiko;RandomPlayer;100;;
18009;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;1;10;2018;21;47;5200f387b8f5845f;330;Nizoro;RandomPlayer;170;;
18333;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;29;10;2018;23;9;5200f387b8f5845f;300;Hanami I-Pai;RandomPlayer;330;Fam-Susuki,Fam-Kiri;
18362;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;48;QLF7N16513010336;510;Cosan,Fam-Uma,Fam-Sakura,Fam-Kiri;RandomPlayer;490;Nizoro,Tsukimi I-Pai;
18532;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;22;39;QLF7N16513010336;240;Tsukimi I-Pai;RandomPlayer;350;Acata;
18553;23 (6.0.1);por;SM-A500M (a5lteub);2.2.2000;17;11;2018;14;54;4cd2ee0f;470;Nizoro,Fam-Uma;RandomPlayer;620;Matsu-Kiri-Bozu,Aotan,Tsukimi I-Pai,Fam-Matsu;
18621;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;20;0;5200f387b8f5845f;580;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;NanatanGreedyPlayer;170;Fam-Uma;
18747;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;1;12;2018;17;15;4103f92c4e4da0fb;200;Fam-Momiji,Fam-Kiri;Greedy;380;Tsukimi I-Pai;
19038;17 (4.2.2);rus;Y511 (Huawei Ascend Y511);2.2.2000;1;1;2019;19;20;0123456789ABCDEF;190;Fam-Matsu;RandomPlayer;240;Fam-Kiri;
19071;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;6;1;2019;9;22;574d594b4a573398;100;;RandomPlayer;470;Matsu-Kiri-Bozu,Fam-Susuki;
19087;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;9;1;2019;18;6;a4efa3c5;160;Fam-Uma;RandomPlayer;300;Fam-Sakura;
19234;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;18;1;2019;0;47;5200f387b8f5845f;240;Acata,Fam-Fuji;ExpectiMinimaxPlayer;640;Oozan,Cosan,Fam-Sakura;
19558;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;47;de1e837407acd1b3;340;Acata;Greedy;350;Hanami I-Pai,Fam-Momiji;
19640;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;21;10;5200f387b8f5845f;700;Cosan,Ino-Shika-Cho,Fam-Matsu;ShikoGreedyPlayer;260;Tsukimi I-Pai;
19733;21 (5.0);eng;SAMSUNG-SM-N900A (hlteuc);2.2.2000;4;2;2019;18;12;67974ca6;310;Hanami I-Pai;ExpectiMinimaxPlayer;150;Fam-Uma;
19966;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;13;2;2019;21;22;a4efa3c5;140;;Greedy;490;Ino-Shika-Cho;
20290;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;15;26419610;190;Fam-Susuki;RandomPlayer;500;Oozan,Hanami I-Pai;
17001;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;11;12;QLF7N16513010336;320;Tsukimi I-Pai,Fam-Matsu;ExpectiMinimaxPlayer;210;;
17324;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;23;42;a4efa3c5;290;Aotan;RandomPlayer;230;Fam-Matsu,Fam-Fuji;
17433;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;20;29;QLF7N16513010336;360;Cosan;RandomPlayer;120;;
17583;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;39;4103f92c4e4da0fb;390;Hanami I-Pai,Fam-Momiji;RandomPlayer;190;Fam-Uma;
17825;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;39;a4efa3c5;400;Aotan,Fam-Susuki;ExpectiMinimaxPlayer;160;;
17908;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;20;12;QLF7N16513010336;220;Fam-Uma;RandomPlayer;270;Hanami I-Pai;
18010;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;10;2018;18;46;4103f92c4e4da0fb;650;Matsu-Kiri-Bozu,Acata,Fam-Fuji,Fam-Kiri;RandomPlayer;570;Aotan,Ino-Shika-Cho;
18334;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;29;10;2018;23;17;5200f387b8f5845f;120;Fam-Fuji;RandomPlayer;260;Fam-Uma;
18363;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;1;11;2018;11;56;5200f387b8f5845f;380;Cosan,Fam-Kiri;RandomPlayer;280;Aotan,Fam-Momiji;
18533;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;22;41;QLF7N16513010336;190;;RandomPlayer;290;Tsukimi I-Pai;
18554;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;17;11;2018;15;11;5200f387b8f5845f;490;Oozan,Fam-Sakura;RandomPlayer;240;Tsukimi I-Pai,Fam-Susuki;
18622;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;20;2;5200f387b8f5845f;330;Nizoro;ShikoNanatanGreedyPlayer;220;Fam-Fuji;
18748;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;1;12;2018;17;17;4103f92c4e4da0fb;150;;Greedy;370;Fam-Matsu,Fam-Sakura,Fam-Momiji;
19039;17 (4.2.2);rus;Y511 (Huawei Ascend Y511);2.2.2000;1;1;2019;19;22;0123456789ABCDEF;270;Fam-Matsu;RandomPlayer;220;Fam-Susuki;
19072;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;6;1;2019;15;58;a4efa3c5;630;Nizoro,Tsukimi I-Pai,Fam-Uma,Fam-Susuki;RandomPlayer;180;Fam-Momiji;
19088;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;9;1;2019;18;8;a4efa3c5;300;Hanami I-Pai;RandomPlayer;230;Fam-Uma;
19235;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;17;1;2019;19;40;4103f92c4e4da0fb;210;Fam-Matsu;RandomPlayer;180;;
19559;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;49;de1e837407acd1b3;220;;NanatanGreedyPlayer;720;Oozan,Cosan,Hanami I-Pai,Fam-Uma,Fam-Fuji;
19641;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;21;12;5200f387b8f5845f;230;Fam-Momiji;NanatanGreedyPlayer;180;;
19734;21 (5.0);eng;SAMSUNG-SM-N900A (hlteuc);2.2.2000;4;2;2019;18;14;67974ca6;570;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;ShikoNanatanGreedyPlayer;250;Fam-Uma,Fam-Momiji;
19967;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;13;2;2019;21;24;a4efa3c5;450;Aotan,Tsukimi I-Pai;ExpectiMinimaxPlayer;160;;
20291;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;17;26419610;320;Cosan,Fam-Matsu;RandomPlayer;320;Tsukimi I-Pai,Fam-Susuki;
17002;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;11;14;QLF7N16513010336;320;Fam-Uma,Fam-Sakura;RandomPlayer;220;Fam-Fuji;
17325;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;23;44;a4efa3c5;350;Acata,Fam-Fuji;RandomPlayer;250;Fam-Sakura,Fam-Momiji;
17434;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;22;8;2018;19;9;5200f387b8f5845f;660;Ino-Shika-Cho,Tsukimi I-Pai,Fam-Susuki;RandomPlayer;150;;
17584;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;41;4103f92c4e4da0fb;320;Fam-Sakura,Fam-Susuki;Greedy;160;;
17826;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;41;a4efa3c5;210;Fam-Kiri;RandomPlayer;310;Fam-Susuki;
17909;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;20;13;QLF7N16513010336;130;;RandomPlayer;350;Fam-Susuki,Fam-Kiri;
18011;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;10;2018;18;48;4103f92c4e4da0fb;190;Fam-Kiri;Greedy;560;Tepo,Hanami I-Pai,Tsukimi I-Pai;
18335;24 (7.0);eng;SM-P585M (gtanotexllteub);2.1.2001;30;10;2018;14;51;5203a1e9be73431d;180;Fam-Susuki;RandomPlayer;420;Hanami I-Pai,Fam-Sakura,Fam-Kiri;
18364;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;17;41;QLF7N16513010336;80;;ExpectiMinimaxPlayer;270;;
18534;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;22;42;QLF7N16513010336;350;Fam-Sakura,Fam-Momiji;RandomPlayer;150;Fam-Matsu;
18555;23 (6.0.1);por;SM-A500M (a5lteub);2.2.2000;17;11;2018;15;17;4cd2ee0f;1020;Hanami I-Pai,Nanata;RandomPlayer;50;;
18623;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;20;4;5200f387b8f5845f;190;;RandomPlayer;150;;
18749;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;1;12;2018;17;19;4103f92c4e4da0fb;360;Tsukimi I-Pai,Fam-Uma;RandomPlayer;190;;
19040;17 (4.2.2);rus;Y511 (Huawei Ascend Y511);2.2.2000;1;1;2019;19;25;0123456789ABCDEF;330;Fam-Matsu,Fam-Uma;RandomPlayer;90;;
19073;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;6;1;2019;16;0;a4efa3c5;320;Fam-Susuki;RandomPlayer;160;Fam-Momiji;
19089;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;9;1;2019;22;12;5200f387b8f5845f;160;Fam-Kiri;RandomPlayer;590;Cosan,Tsukimi I-Pai,Fam-Uma;
19236;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;17;1;2019;19;42;4103f92c4e4da0fb;170;;Greedy;250;Fam-Sakura;
19560;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;51;de1e837407acd1b3;290;Hanami I-Pai;RandomPlayer;160;;
19642;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;21;14;5200f387b8f5845f;220;Fam-Susuki,Fam-Momiji;ShikoNanatanGreedyPlayer;410;Oozan;
19735;21 (5.0);eng;SAMSUNG-SM-N900A (hlteuc);2.2.2000;4;2;2019;18;16;67974ca6;390;Hanami I-Pai,Fam-Sakura;ShikoGreedyPlayer;140;Fam-Momiji;
19968;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;13;2;2019;21;26;a4efa3c5;540;Ino-Shika-Cho,Fam-Fuji;ShikoGreedyPlayer;120;;
20292;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;18;26419610;180;Fam-Kiri;RandomPlayer;280;;
17341;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;16;8;2018;21;21;a4efa3c5;310;Fam-Uma;RandomPlayer;50;;
17910;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;20;15;QLF7N16513010336;270;Fam-Kiri;ExpectiMinimaxPlayer;570;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;
18012;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;2;10;2018;0;48;4103f92c4e4da0fb;120;;ExpectiMinimaxPlayer;330;Fam-Fuji;
17003;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;12;51;QLF7N16513010336;360;Fam-Susuki,Fam-Kiri;ExpectiMinimaxPlayer;290;Hanami I-Pai;
17326;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;23;46;a4efa3c5;980;Ino-Shika-Cho,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Kiri;RandomPlayer;90;;
17435;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;22;8;2018;19;53;a4efa3c5;350;Hanami I-Pai,Fam-Sakura,Fam-Fuji;RandomPlayer;140;;
17585;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;42;4103f92c4e4da0fb;230;Fam-Uma;ExpectiMinimaxPlayer;480;Ino-Shika-Cho;
17827;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;43;a4efa3c5;130;;Greedy;340;Tsukimi I-Pai,Fam-Momiji;
18336;24 (7.0);eng;SM-P585M (gtanotexllteub);2.1.2001;30;10;2018;14;52;5203a1e9be73431d;830;Aotan,Nanata;RandomPlayer;140;Fam-Susuki;
18365;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;17;42;QLF7N16513010336;200;Fam-Fuji;ExpectiMinimaxPlayer;590;Oozan,Cosan,Fam-Sakura;
18535;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;13;11;2018;17;37;QLF7N16513010336;510;Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;240;Fam-Fuji;
18556;23 (6.0.1);por;SM-A500M (a5lteub);2.2.2000;17;11;2018;16;0;4cd2ee0f;790;Aotan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Kiri;RandomPlayer;90;;
18624;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;20;5;5200f387b8f5845f;150;;Greedy;290;Fam-Sakura,Fam-Kiri;
18750;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.2.2000;1;12;2018;17;21;4103f92c4e4da0fb;270;Fam-Susuki;ExpectiMinimaxPlayer;280;Hanami I-Pai;
19041;17 (4.2.2);rus;Y511 (Huawei Ascend Y511);2.2.2000;1;1;2019;19;27;0123456789ABCDEF;50;;RandomPlayer;430;Tsukimi I-Pai,Fam-Momiji;
19074;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;6;1;2019;16;2;a4efa3c5;1410;Matsu-Kiri-Bozu,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki,Shiko;RandomPlayer;140;;
