id;androidversion;androidlanguage;deviceinfo;appversion;day;month;year;hour;minute;playername;playerpoints;playercombos;computeralgorithm;computerpoints;computercombos;playerstarted
19285;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;14;55;74H7N17909000271;130;;RandomPlayer;610;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Momiji,Fam-Kiri;
19609;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;9;58;de1e837407acd1b3;610;Oozan,Aotan,Fam-Matsu;Greedy;130;;
19691;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;2;2;2019;19;27;5200f387b8f5845f;160;;ShikoGreedyPlayer;290;Fam-Kiri;
19784;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;8;2;2019;1;39;5200f387b8f5845f;240;Tsukimi I-Pai;ShikoNanatanGreedyPlayer;150;;
20017;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;27;52108e2be29b24cb;260;;RandomPlayer;210;Fam-Matsu;
20341;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;24;2;2019;15;58;5200f387b8f5845f;520;Tepo,Hanami I-Pai,Tsukimi I-Pai;Greedy;210;;
17052;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;12;53;QLF7N16513010336;270;;RandomPlayer;60;;
17375;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;20;8;2018;9;16;a4efa3c5;260;Fam-Momiji;RandomPlayer;240;Fam-Uma;
17484;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;25;8;2018;14;20;QLF7N16513010336;290;Fam-Uma,Fam-Momiji;ExpectiMinimaxPlayer;260;Fam-Sakura;
17634;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;4;9;2018;20;19;a4efa3c5;360;Hanami I-Pai;RandomPlayer;110;;
17876;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;14;6;QLF7N16513010336;760;Matsu-Kiri-Bozu,Ino-Shika-Cho,Fam-Matsu,Fam-Fuji;RandomPlayer;410;Nizoro,Fam-Sakura;
17959;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;28;9;2018;0;23;5200f387b8f5845f;570;Oozan,Hanami I-Pai,Fam-Uma;RandomPlayer;160;Fam-Susuki;
18061;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;8;10;2018;13;44;QLF7N16513010336;250;Fam-Matsu;RandomPlayer;120;;
18414;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;2;11;2018;12;3;4103f92c4e4da0fb;350;Nizoro;ExpectiMinimaxPlayer;240;;
18605;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;20;11;2018;20;7;5200f387b8f5845f;310;Tsukimi I-Pai;ExpectiMinimaxPlayer;250;Fam-Sakura;
18673;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;24;11;2018;21;42;a4efa3c5;90;;RandomPlayer;640;Oozan,Hanami I-Pai,Fam-Fuji;
18799;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;12;12;2018;1;16;5200f387b8f5845f;260;Tsukimi I-Pai;Greedy;410;Oozan,Fam-Matsu;
19139;26 (8.0.0);eng;SM-G965U (star2qltesq);2.2.2000;15;1;2019;11;28;3858374e46573098;360;Aotan,Fam-Uma;Greedy;150;;
19286;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;14;57;74H7N17909000271;160;;RandomPlayer;250;Fam-Susuki;
19610;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;1;de1e837407acd1b3;170;Fam-Susuki;ExpectiMinimaxPlayer;580;Oozan,Hanami I-Pai,Fam-Matsu;
19692;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;2;2;2019;19;33;5200f387b8f5845f;170;Fam-Fuji;Greedy;240;Fam-Susuki;
19785;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;7;2;2019;23;28;de1e837407acd1b3;140;Fam-Susuki;RandomPlayer;620;Oozan,Hanami I-Pai,Fam-Matsu,Fam-Momiji;
20018;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;29;52108e2be29b24cb;290;Fam-Matsu,Fam-Momiji;RandomPlayer;170;Fam-Kiri;
20342;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;24;2;2019;16;46;26419610;200;Fam-Kiri;RandomPlayer;870;Ino-Shika-Cho,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Matsu;
17960;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;28;9;2018;0;25;5200f387b8f5845f;370;Cosan,Fam-Uma;RandomPlayer;500;Aotan,Hanami I-Pai,Fam-Momiji,Fam-Kiri;
18062;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;8;10;2018;13;46;QLF7N16513010336;180;;RandomPlayer;130;;
18415;26 (8.0.0);fra;HTC U11 plus (ocmdugl_00401);2.1.2001;3;11;2018;10;18;FA82C1E00230;100;;RandomPlayer;480;Tsukimi I-Pai,Fam-Uma,Fam-Susuki,Fam-Momiji;
18606;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;20;11;2018;20;8;5200f387b8f5845f;540;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;ShikoGreedyPlayer;530;Ino-Shika-Cho,Fam-Matsu;
18674;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;24;11;2018;21;44;a4efa3c5;430;Nizoro,Fam-Matsu;Greedy;360;Fam-Sakura,Fam-Kiri;
17053;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;11;QLF7N16513010336;250;Fam-Momiji,Fam-Kiri;RandomPlayer;400;Oozan;
17376;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;19;4103f92c4e4da0fb;580;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;Greedy;110;;
17485;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;25;8;2018;12;46;a4efa3c5;210;Fam-Matsu;RandomPlayer;140;;
17635;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;4;9;2018;20;21;a4efa3c5;460;Matsu-Kiri-Bozu,Fam-Susuki;RandomPlayer;140;Fam-Momiji;
17877;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;14;7;QLF7N16513010336;230;;RandomPlayer;220;;
18800;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;12;12;2018;1;19;5200f387b8f5845f;210;Fam-Matsu;Greedy;180;Fam-Uma;
19140;26 (8.0.0);eng;SM-G965U (star2qltesq);2.2.2000;15;1;2019;11;31;3858374e46573098;580;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;RandomPlayer;160;Fam-Fuji;
19287;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;15;0;74H7N17909000271;340;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;200;Fam-Uma;
19611;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;3;de1e837407acd1b3;600;Acata,Tepo,Hanami I-Pai,Tsukimi I-Pai;ShikoGreedyPlayer;250;Fam-Uma;
19693;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;2;2;2019;19;34;5200f387b8f5845f;180;;RandomPlayer;320;Fam-Momiji,Fam-Kiri;
19786;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;7;2;2019;23;31;de1e837407acd1b3;220;Aotan;RandomPlayer;260;Hanami I-Pai;
20019;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;30;52108e2be29b24cb;350;Tsukimi I-Pai,Fam-Kiri;RandomPlayer;400;Oozan;
20343;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;24;2;2019;16;48;26419610;380;Cosan,Fam-Matsu,Fam-Fuji;RandomPlayer;380;Aotan,Fam-Kiri;
17054;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;12;QLF7N16513010336;500;Ino-Shika-Cho;RandomPlayer;600;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Fuji;
17377;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;23;4103f92c4e4da0fb;140;Fam-Momiji;ExpectiMinimaxPlayer;210;;
17486;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;25;8;2018;12;49;a4efa3c5;200;;RandomPlayer;890;Aotan,Fam-Uma,Nanata;
17636;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;4;9;2018;20;23;a4efa3c5;250;Fam-Fuji;RandomPlayer;200;;
17878;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;14;8;QLF7N16513010336;240;Fam-Susuki;RandomPlayer;260;Hanami I-Pai;
17961;22 (5.1.1);por;2014819 (2014819);2.1.2001;28;9;2018;7;25;c8813907d42;550;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Matsu;RandomPlayer;170;Fam-Sakura;
18063;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;8;10;2018;13;47;QLF7N16513010336;320;Fam-Susuki;ExpectiMinimaxPlayer;110;;
18416;26 (8.0.0);fra;HTC U11 plus (ocmdugl_00401);2.1.2001;3;11;2018;10;21;FA82C1E00230;270;Fam-Sakura;ExpectiMinimaxPlayer;270;Acata;
18607;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;20;11;2018;20;10;5200f387b8f5845f;420;Oozan,Fam-Matsu;NanatanGreedyPlayer;130;;
18675;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;25;11;2018;11;22;5200f387b8f5845f;130;;RandomPlayer;70;;
18801;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;12;12;2018;21;20;a4efa3c5;150;;RandomPlayer;240;Fam-Kiri;
19141;26 (8.0.0);eng;SM-G965U (star2qltesq);2.2.2000;15;1;2019;11;34;3858374e46573098;380;Fam-Matsu,Fam-Fuji;ExpectiMinimaxPlayer;230;Tsukimi I-Pai;
19288;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;15;3;74H7N17909000271;350;Tsukimi I-Pai,Fam-Kiri;RandomPlayer;160;Fam-Sakura;
19612;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;6;de1e837407acd1b3;310;Acata,Fam-Momiji;RandomPlayer;260;Fam-Kiri;
19694;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;2;2;2019;19;40;5200f387b8f5845f;490;Oozan,Fam-Kiri;RandomPlayer;140;Fam-Momiji;
19787;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;7;2;2019;23;33;de1e837407acd1b3;210;Fam-Momiji;RandomPlayer;320;Fam-Uma,Fam-Susuki;
20020;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;32;52108e2be29b24cb;330;Fam-Susuki;RandomPlayer;100;;
20344;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;24;2;2019;16;50;26419610;450;Cosan,Fam-Sakura,Fam-Momiji;RandomPlayer;160;;
17055;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;14;QLF7N16513010336;230;;RandomPlayer;210;;
17378;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;25;4103f92c4e4da0fb;320;Cosan;ExpectiMinimaxPlayer;270;Fam-Momiji;
17487;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;25;8;2018;12;51;a4efa3c5;270;;RandomPlayer;270;Tsukimi I-Pai,Fam-Fuji;
17637;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;4;9;2018;20;25;a4efa3c5;400;Acata,Tsukimi I-Pai,Fam-Susuki;RandomPlayer;360;Cosan;
17879;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;14;42;QLF7N16513010336;260;Cosan;ExpectiMinimaxPlayer;210;Fam-Susuki;
17962;22 (5.1.1);por;2014819 (2014819);2.1.2001;28;9;2018;7;34;c8813907d42;250;Tsukimi I-Pai;RandomPlayer;230;Fam-Fuji;
18064;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;8;10;2018;19;2;a4efa3c5;90;;RandomPlayer;320;Hanami I-Pai,Fam-Uma;
18417;26 (8.0.0);fra;HTC U11 plus (ocmdugl_00401);2.1.2001;3;11;2018;10;25;FA82C1E00230;160;;RandomPlayer;460;Nizoro,Fam-Kiri;
18608;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;20;11;2018;20;13;5200f387b8f5845f;250;;ShikoNanatanGreedyPlayer;40;;
18676;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;25;11;2018;13;22;a4efa3c5;510;Oozan,Fam-Fuji,Fam-Kiri;RandomPlayer;270;Tsukimi I-Pai,Fam-Susuki;
18802;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;12;12;2018;21;22;a4efa3c5;120;;Greedy;190;Fam-Momiji;
19142;26 (8.0.0);eng;SM-G965U (star2qltesq);2.2.2000;15;1;2019;11;36;3858374e46573098;620;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;ShikoNanatanGreedyPlayer;250;Acata;
19289;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;15;7;74H7N17909000271;330;Fam-Matsu,Fam-Sakura;RandomPlayer;210;Fam-Kiri;
19613;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;8;de1e837407acd1b3;150;;ExpectiMinimaxPlayer;530;Cosan,Tsukimi I-Pai,Fam-Matsu;
19695;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;2;2;2019;20;51;a4efa3c5;560;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Kiri;RandomPlayer;130;;
19788;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;8;2;2019;18;25;5200f387b8f5845f;440;Cosan;RandomPlayer;110;;
20021;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;33;52108e2be29b24cb;190;;RandomPlayer;340;Fam-Fuji,Fam-Momiji;
20345;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;24;2;2019;16;52;26419610;240;Fam-Momiji;RandomPlayer;280;Tsukimi I-Pai,Fam-Susuki;
17963;22 (5.1.1);por;2014819 (2014819);2.1.2001;28;9;2018;7;39;c8813907d42;550;Oozan,Hanami I-Pai,Fam-Sakura;RandomPlayer;130;Fam-Momiji;
17056;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;16;QLF7N16513010336;240;;Greedy;220;Fam-Kiri;
17379;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;28;4103f92c4e4da0fb;180;;RandomPlayer;180;;
18418;22 (5.1.1);por;2014819 (2014819);2.1.2001;3;11;2018;10;16;c8813907d42;100;Fam-Fuji;ShikoGreedyPlayer;1580;Matsu-Kiri-Bozu,Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Shiko;
18609;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;21;11;2018;1;30;5200f387b8f5845f;130;;RandomPlayer;160;;
18677;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;25;11;2018;13;24;a4efa3c5;410;Nizoro,Fam-Uma;Greedy;210;;
18803;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;12;12;2018;23;7;a4efa3c5;250;Fam-Susuki;RandomPlayer;290;Hanami I-Pai;
19143;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;15;1;2019;19;38;5200f387b8f5845f;530;Nizoro,Tsukimi I-Pai;RandomPlayer;170;Fam-Uma;
19290;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;15;10;74H7N17909000271;490;Nizoro,Fam-Kiri;RandomPlayer;100;;
19614;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;10;de1e837407acd1b3;1510;Matsu-Kiri-Bozu,Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Shiko;RandomPlayer;40;;
19696;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;2;2;2019;20;54;a4efa3c5;300;Fam-Uma,Fam-Fuji;Greedy;760;Aotan,Ino-Shika-Cho,Tsukimi I-Pai,Fam-Susuki,Fam-Momiji;
19789;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;8;2;2019;21;18;a4efa3c5;300;Hanami I-Pai;RandomPlayer;350;Acata,Fam-Susuki;
20022;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;35;52108e2be29b24cb;380;Fam-Fuji,Fam-Kiri;RandomPlayer;220;Tsukimi I-Pai;
20346;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;24;2;2019;16;54;26419610;270;Hanami I-Pai;RandomPlayer;130;;
17488;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;26;8;2018;11;41;QLF7N16513010336;430;Cosan,Fam-Matsu;RandomPlayer;110;;
17638;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;4;9;2018;20;27;a4efa3c5;550;Ino-Shika-Cho;RandomPlayer;140;Fam-Susuki;
17880;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;14;44;QLF7N16513010336;770;Aotan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;RandomPlayer;140;Fam-Matsu;
17964;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;28;9;2018;9;20;5200f387b8f5845f;390;Hanami I-Pai,Fam-Sakura;RandomPlayer;200;;
18066;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;9;10;2018;23;51;a4efa3c5;320;Hanami I-Pai,Fam-Sakura;RandomPlayer;220;Aotan,Fam-Momiji;
18419;22 (5.1.1);por;2014819 (2014819);2.1.2001;3;11;2018;11;4;c8813907d42;70;;NanatanGreedyPlayer;350;Fam-Sakura,Fam-Momiji;
18610;23 (6.0);spa;Apollo X (Apollo X);2.2.2000;21;11;2018;5;51;K15VY75180039678;190;;RandomPlayer;240;Fam-Uma;
18678;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;25;11;2018;13;26;a4efa3c5;440;Nizoro,Fam-Momiji;ExpectiMinimaxPlayer;250;Tsukimi I-Pai;
18804;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;13;12;2018;0;30;5200f387b8f5845f;430;Acata,Fam-Matsu,Fam-Kiri;RandomPlayer;60;;
19144;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;15;1;2019;19;41;5200f387b8f5845f;1080;Matsu-Kiri-Bozu,Fam-Sakura,Fam-Susuki,Shiko;Greedy;130;;
19291;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;15;14;74H7N17909000271;270;Fam-Kiri;Greedy;220;Fam-Momiji;
19615;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;13;de1e837407acd1b3;230;Fam-Momiji;RandomPlayer;560;Tepo,Hanami I-Pai,Tsukimi I-Pai;
19697;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;2;2;2019;13;55;de1e837407acd1b3;640;Matsu-Kiri-Bozu,Aotan,Tsukimi I-Pai,Fam-Kiri;RandomPlayer;190;;
19790;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;8;2;2019;23;41;a4efa3c5;470;Cosan,Fam-Matsu,Fam-Susuki;RandomPlayer;280;Fam-Momiji,Fam-Kiri;
20023;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;36;52108e2be29b24cb;260;Tsukimi I-Pai;RandomPlayer;280;Fam-Momiji;
20347;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;24;2;2019;20;55;52108e2be29b24cb;200;;RandomPlayer;590;Ino-Shika-Cho,Fam-Momiji;
17057;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;17;QLF7N16513010336;690;Aotan,Ino-Shika-Cho,Hanami I-Pai;ExpectiMinimaxPlayer;220;;
17380;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;30;4103f92c4e4da0fb;330;Fam-Fuji,Fam-Kiri;Greedy;470;Ino-Shika-Cho;
17489;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;26;8;2018;11;43;QLF7N16513010336;320;Fam-Uma,Fam-Sakura;Greedy;320;Tsukimi I-Pai,Fam-Kiri;
17639;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;4;9;2018;20;46;5200f387b8f5845f;310;Fam-Momiji;RandomPlayer;200;Fam-Kiri;
17881;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;22;9;2018;10;7;a4efa3c5;160;Fam-Kiri;RandomPlayer;410;Tsukimi I-Pai,Fam-Momiji;
17965;16 (4.1.1);eng;GT-P3113 (espressowifiue);2.1.2001;28;9;2018;2;37;c080834df40226f;370;Hanami I-Pai,Fam-Sakura;RandomPlayer;300;Nizoro;
18067;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;10;10;2018;13;47;QLF7N16513010336;260;Fam-Sakura;RandomPlayer;580;Ino-Shika-Cho,Tsukimi I-Pai;
18420;22 (5.1.1);por;2014819 (2014819);2.1.2001;3;11;2018;11;22;c8813907d42;40;;ShikoNanatanGreedyPlayer;490;Oozan;
18611;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;21;11;2018;8;42;a4efa3c5;120;;RandomPlayer;330;Fam-Sakura,Fam-Momiji;
18679;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;25;11;2018;13;28;a4efa3c5;240;Aotan;ShikoGreedyPlayer;210;;
18805;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;13;12;2018;0;32;5200f387b8f5845f;110;;Greedy;220;;
19145;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;15;1;2019;19;44;5200f387b8f5845f;290;Fam-Matsu,Fam-Momiji;ExpectiMinimaxPlayer;210;Fam-Sakura;
19292;24 (7.0);eng;H1711 (H1711);2.2.2000;20;1;2019;15;33;74H7N17909000271;490;Cosan,Hanami I-Pai;RandomPlayer;160;;
19616;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;27;de1e837407acd1b3;210;Fam-Susuki;RandomPlayer;310;Hanami I-Pai;
19698;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;2;2;2019;13;57;de1e837407acd1b3;300;Acata,Fam-Susuki;RandomPlayer;310;Fam-Uma;
19791;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;8;2;2019;23;44;a4efa3c5;150;Fam-Kiri;RandomPlayer;600;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Matsu;
20024;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;37;52108e2be29b24cb;100;;RandomPlayer;280;Fam-Uma;
20348;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;24;2;2019;16;55;26419610;340;Aotan;RandomPlayer;200;Fam-Fuji;
17058;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;19;QLF7N16513010336;100;;RandomPlayer;320;Fam-Uma;
17381;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;33;4103f92c4e4da0fb;210;Fam-Kiri;Greedy;260;;
17490;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;26;8;2018;11;44;QLF7N16513010336;150;Fam-Susuki;ExpectiMinimaxPlayer;520;Oozan,Hanami I-Pai;
17640;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;4;9;2018;20;48;5200f387b8f5845f;190;;RandomPlayer;160;;
17882;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;15;19;QLF7N16513010336;1000;Matsu-Kiri-Bozu,Shiko;RandomPlayer;80;;
17966;16 (4.1.1);eng;GT-P3113 (espressowifiue);2.1.2001;28;9;2018;2;39;c080834df40226f;300;Fam-Fuji;Greedy;230;Fam-Sakura,Fam-Kiri;
18068;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;10;10;2018;13;48;QLF7N16513010336;260;Fam-Uma;RandomPlayer;210;Tsukimi I-Pai;
18421;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;3;11;2018;22;56;a4efa3c5;310;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;320;Fam-Matsu,Fam-Kiri;
18680;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;25;11;2018;23;9;5200f387b8f5845f;230;;RandomPlayer;220;Fam-Momiji,Fam-Kiri;
18806;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;13;12;2018;12;26;a4efa3c5;780;Matsu-Kiri-Bozu,Acata,Tsukimi I-Pai,Fam-Matsu,Fam-Fuji;RandomPlayer;70;;
19146;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;15;1;2019;19;45;5200f387b8f5845f;310;Aotan;ShikoGreedyPlayer;250;Fam-Sakura;
17059;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;2;8;2018;18;20;QLF7N16513010336;1260;Matsu-Kiri-Bozu,Oozan,Fam-Sakura,Shiko;RandomPlayer;130;Fam-Momiji;
17382;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;20;8;2018;2;35;4103f92c4e4da0fb;270;Hanami I-Pai;Greedy;460;Matsu-Kiri-Bozu,Fam-Susuki;
17491;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;26;8;2018;11;45;QLF7N16513010336;130;;ExpectiMinimaxPlayer;220;Tsukimi I-Pai;
17641;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;4;9;2018;14;10;4103f92c4e4da0fb;280;Fam-Matsu,Fam-Uma;RandomPlayer;190;Fam-Sakura;
17883;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;9;2018;15;21;QLF7N16513010336;60;;RandomPlayer;530;Ino-Shika-Cho;
19293;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;20;1;2019;22;15;5200f387b8f5845f;370;Nizoro;RandomPlayer;690;Ino-Shika-Cho,Tsukimi I-Pai,Fam-Matsu;
19617;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;31;1;2019;10;30;de1e837407acd1b3;250;Cosan;NanatanGreedyPlayer;640;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Susuki;
19699;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;2;2;2019;13;59;de1e837407acd1b3;380;Tsukimi I-Pai;RandomPlayer;710;Cosan,Ino-Shika-Cho,Fam-Matsu,Fam-Sakura;
19792;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;8;2;2019;23;46;a4efa3c5;160;;Greedy;170;;
20025;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;15;2;2019;22;39;52108e2be29b24cb;220;Fam-Matsu;RandomPlayer;160;Fam-Uma;
